,CUSTOMER_ID,COLLEGE,DATA,INCOME,OVERCHARGE,LEFTOVER,HOUSE,LESSTHAN600k,CHILD,JOB_CLASS,REVENUE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,TIME_CLIENT,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,CHURNED,CHURN_PROBABILITY
921,C103651,zero,814.5695364238409,54793.0,51,0,456322.0,True,1,2,82.0,392,3,4.1,13,very_unsat,very_high,considering,1,0.31291753
922,C103652,zero,264.88706365503083,57276.5,157,23,787897.0,False,2,4,248.0,241,22,3.3,6,unsat,little,considering,1,0.13657314
923,C103658,one,83.33333333333334,17193.5,0,80,206941.0,True,5,1,153.0,197,0,3.5,1,sat,very_little,actively_looking_into_it,1,0.31854105
924,C103663,one,192.9824561403509,55637.0,194,39,,,3,2,140.0,358,14,3.4,2,unsat,very_high,actively_looking_into_it,0,0.58913964
925,C103670,zero,1170.0000000000002,22947.5,0,72,440838.0,True,0,4,130.0,225,0,3.9,1,unsat,very_little,considering,1,0.3939932
926,C103672,zero,535.031847133758,63986.5,57,5,740280.0,False,1,2,118.0,718,5,3.8,5,avg,high,never_thought,1,0.18920505
927,C103675,zero,225.51252847380405,82421.0,208,57,984737.0,False,4,4,156.0,535,25,4.6,1,very_unsat,very_high,considering,1,0.4336002
928,C103676,zero,685.7142857142858,23340.0,40,0,487992.0,True,3,4,135.0,356,5,2.2,15,very_sat,little,no,1,0.3927998
929,C103679,zero,1770.0,53746.5,0,0,411616.0,True,3,4,100.0,867,1,4.9,13,very_unsat,little,actively_looking_into_it,1,0.429209
930,C103680,one,390.0,77085.5,0,0,952063.0,False,3,1,201.0,452,0,1.3,9,very_sat,high,considering,1,0.33734733
931,C103686,zero,840.0,51538.0,0,0,298368.0,True,1,4,211.0,729,1,2.8,12,very_sat,little,considering,1,0.24143207
932,C103690,one,859.6491228070176,54271.0,71,86,,,1,1,222.0,381,3,2.9,15,avg,very_little,considering,1,0.4035002
933,C103705,one,442.1052631578947,51436.0,0,9,628043.0,False,2,1,170.0,761,0,1.8,5,very_unsat,little,no,1,0.15958416
934,C103709,zero,744.0,50434.0,25,0,470144.0,True,1,4,134.0,314,3,1.1,9,unsat,very_high,considering,0,0.50639796
935,C103710,one,68.85245901639344,32547.5,205,61,,,0,4,142.0,322,4,1.7,2,avg,little,never_thought,1,0.314488
936,C103711,one,1163.2653061224491,35393.5,47,22,469352.0,True,0,1,81.0,324,4,4.7,6,very_unsat,high,considering,1,0.3019637
937,C103712,one,775.8620689655173,21607.5,74,64,725345.0,False,0,1,140.0,218,4,3.5,1,unsat,very_little,considering,1,0.12680882
938,C103714,one,223.6024844720497,86812.0,254,29,923186.0,False,2,3,101.0,808,3,3.8,1,very_unsat,very_little,perhaps,1,0.27454305
939,C103716,one,360.0,42490.0,0,16,388181.0,True,1,3,156.0,225,5,1.2,5,unsat,little,no,1,0.22048539
940,C103726,zero,554.7945205479452,57235.5,192,88,225653.0,True,1,3,161.0,139,3,3.4,2,very_sat,little,no,0,0.6032921
941,C103728,one,289.6551724137931,28870.0,45,0,766856.0,False,0,1,229.0,230,5,1.4,9,very_sat,little,no,1,0.07848585
942,C103744,one,296.875,69609.0,42,5,642708.0,False,4,2,144.0,765,5,0.9,6,unsat,very_little,actively_looking_into_it,0,0.5087099
943,C103746,one,814.2857142857143,77240.0,0,11,733690.0,False,2,2,114.0,471,1,4.7,10,very_unsat,very_little,actively_looking_into_it,1,0.15271705
944,C103747,one,1529.9999999999998,75334.5,0,0,790236.0,False,4,3,169.0,659,1,4.1,9,very_unsat,very_high,never_thought,1,0.26478088
945,C103749,one,160.0,26032.0,0,65,883531.0,False,2,1,218.0,312,0,3.0,1,very_unsat,very_little,never_thought,1,0.15681112
946,C103755,one,1680.0,53323.5,0,0,632749.0,False,1,4,123.0,885,4,3.6,8,sat,very_little,actively_looking_into_it,1,0.4341886
947,C103759,one,183.6734693877551,35923.5,243,15,644276.0,False,1,1,128.0,180,10,2.1,4,very_unsat,very_high,no,1,0.09655857
948,C103762,zero,1860.0,18290.0,0,63,349872.0,True,1,3,141.0,161,0,5.2,1,very_unsat,little,considering,1,0.45727825
949,C103766,zero,420.0,16197.5,0,71,899513.0,False,1,2,127.0,186,0,2.4,1,sat,little,considering,1,0.14048702
950,C103767,zero,582.3529411764706,28519.0,70,0,529264.0,True,2,1,208.0,244,5,2.3,1,very_sat,high,actively_looking_into_it,1,0.4647435
951,C103769,zero,503.7313432835821,30978.5,168,67,180058.0,True,1,2,189.0,185,17,2.5,2,very_unsat,very_little,considering,0,0.8304019
952,C103772,zero,120.00000000000004,35157.0,0,5,366370.0,True,4,1,124.0,280,1,1.6,6,very_sat,high,considering,1,0.0822556
953,C103776,one,67.60563380281691,32002.5,185,7,625976.0,False,2,2,168.0,193,24,1.8,5,very_unsat,very_little,considering,1,0.05942726
954,C103777,one,401.8691588785047,75802.0,221,0,584831.0,True,1,4,102.0,636,15,2.3,13,very_unsat,very_high,actively_looking_into_it,0,0.7858454
955,C103784,zero,724.8322147651007,50061.5,198,0,225651.0,True,2,1,122.0,182,13,5.2,10,avg,very_high,considering,0,0.73882526
956,C103785,zero,564.9350649350649,80588.5,54,0,220233.0,True,1,3,99.0,654,5,1.9,9,avg,very_high,considering,1,0.4878834
957,C103787,one,600.0,63770.5,0,87,284439.0,True,1,2,179.0,437,1,2.0,9,very_unsat,very_little,considering,1,0.30430192
958,C103790,zero,332.47422680412376,51385.5,288,53,616314.0,False,1,3,83.0,158,28,5.3,2,very_unsat,little,considering,1,0.29364836
959,C103792,zero,315.541601255887,49509.0,187,35,801735.0,False,3,1,253.0,388,12,6.7,1,avg,little,considering,1,0.13397563
960,C103797,zero,2100.0,42474.0,0,20,189183.0,True,1,3,151.0,368,0,6.0,4,unsat,very_little,considering,1,0.08812183
961,C103810,one,357.95454545454544,75852.5,76,0,456080.0,True,4,4,197.0,658,1,1.1,13,avg,little,actively_looking_into_it,0,0.53977615
962,C103814,zero,456.95364238410593,86845.0,202,0,708707.0,False,3,2,92.0,737,22,3.6,12,avg,little,considering,0,0.5465418
963,C103815,zero,136.67425968109342,69293.5,48,73,233961.0,True,2,3,155.0,477,3,3.0,2,very_unsat,little,actively_looking_into_it,0,0.5321084
964,C103817,one,616.1616161616162,48354.0,197,21,999574.0,False,0,4,155.0,296,1,5.1,5,very_unsat,little,considering,1,0.12098807
965,C103819,one,112.14953271028035,54686.0,161,6,919528.0,False,2,2,132.0,371,29,1.2,6,unsat,high,considering,1,0.12816364
966,C103820,one,289.0365448504984,64967.0,201,0,628213.0,False,1,1,167.0,376,10,1.9,8,unsat,very_little,actively_looking_into_it,0,0.57993585
967,C103833,one,84.80565371024736,43874.5,46,42,269627.0,True,2,2,253.0,390,3,1.6,2,very_unsat,very_high,no,1,0.4920575
968,C103838,zero,118.06797853309482,34107.5,208,81,300831.0,True,3,2,168.0,206,20,2.4,1,very_unsat,high,no,0,0.5167954
969,C103840,zero,309.78260869565213,46958.5,188,8,727724.0,False,2,2,96.0,269,16,3.8,6,avg,very_little,considering,1,0.1336605
970,C103842,one,689.9999999999999,35179.0,0,0,370885.0,True,2,1,129.0,347,1,2.3,13,very_unsat,little,actively_looking_into_it,1,0.38305867
971,C103847,one,810.0,28014.5,0,12,215921.0,True,1,1,102.0,257,4,3.7,6,sat,very_little,considering,1,0.14041048
972,C103864,one,272.16494845360825,74815.5,55,33,,,3,4,117.0,745,4,4.4,6,sat,little,never_thought,1,0.21722049
973,C103867,one,486.1660079051383,32534.0,153,10,312249.0,True,0,3,85.0,160,11,4.1,6,avg,very_little,considering,0,0.5245409
974,C103869,one,737.0689655172414,29142.5,132,8,463629.0,True,0,1,243.0,241,19,3.7,6,unsat,very_little,actively_looking_into_it,0,0.7128235
975,C103870,zero,884.8920863309351,60183.5,39,77,356017.0,True,1,2,193.0,781,4,3.1,1,very_sat,very_high,actively_looking_into_it,0,0.5285666
976,C103871,one,497.0059880239522,46456.0,271,13,424275.0,True,3,2,124.0,231,0,7.3,4,sat,little,considering,1,0.40477228
977,C103874,zero,134.94809688581316,87723.5,189,15,699051.0,False,0,2,85.0,566,13,1.3,5,very_sat,avg,actively_looking_into_it,0,0.5372323
978,C103875,zero,576.9230769230769,22377.0,56,0,221738.0,True,0,4,228.0,367,3,2.0,12,very_unsat,little,actively_looking_into_it,1,0.48767602
979,C103876,one,385.4166666666667,38256.5,188,31,835249.0,False,1,3,191.0,217,29,2.7,2,unsat,very_high,considering,1,0.1488275
980,C103879,one,103.448275862069,27453.5,58,19,516600.0,True,2,1,97.0,181,3,1.2,6,very_unsat,little,considering,1,0.20015424
981,C103883,one,558.1395348837209,37412.5,158,11,584974.0,True,1,4,126.0,168,28,2.8,6,very_unsat,little,considering,0,0.6504638
982,C103888,zero,184.53427065026364,34421.0,219,25,707232.0,False,4,2,170.0,160,12,3.5,1,very_unsat,little,actively_looking_into_it,1,0.12484574
983,C103892,zero,82.75862068965517,20018.5,0,48,499868.0,True,4,2,101.0,174,0,1.6,6,very_unsat,very_little,actively_looking_into_it,1,0.32622093
984,C103896,zero,149.6519721577726,98555.5,192,57,271701.0,True,4,2,94.0,557,3,3.3,1,very_unsat,very_high,actively_looking_into_it,0,0.6697844
985,C103897,zero,3930.0,60592.5,0,0,,,3,3,162.0,890,1,12.1,11,unsat,little,actively_looking_into_it,1,0.38057894
986,C103902,zero,223.1404958677686,92614.0,186,44,386708.0,True,3,3,162.0,529,19,3.4,2,avg,little,considering,0,0.6653774
987,C103904,one,37.500000000000014,11994.0,0,38,682719.0,False,2,4,84.0,144,1,1.6,1,very_unsat,high,actively_looking_into_it,1,0.0650748
988,C103906,one,123.71134020618558,43536.5,0,87,166168.0,True,2,1,135.0,284,0,3.0,1,very_unsat,little,considering,1,0.35557133
989,C103910,one,1320.0000000000002,24482.5,0,0,995075.0,False,4,1,154.0,230,0,4.4,15,very_unsat,very_high,no,1,0.13183379
990,C103912,zero,375.0,83927.5,84,0,936761.0,False,4,2,150.0,737,4,3.3,10,avg,very_little,no,1,0.17248094
991,C103917,zero,139.53488372093025,83126.5,72,9,166350.0,True,1,3,103.0,783,3,1.8,4,very_unsat,high,considering,1,0.21010965
992,C103923,one,373.7373737373738,48095.0,197,0,285716.0,True,1,3,137.0,403,20,2.7,8,very_sat,high,no,0,0.66908073
993,C103934,zero,174.7572815533981,68062.0,209,16,981075.0,False,0,1,231.0,261,22,1.8,6,very_unsat,high,actively_looking_into_it,1,0.20505166
994,C103935,one,376.5182186234818,54410.0,147,0,177358.0,True,1,1,89.0,345,16,2.1,13,very_unsat,very_high,considering,0,0.7610462
995,C103938,one,109.52380952380952,17758.5,0,53,504747.0,True,2,1,191.0,207,19,1.3,1,very_sat,very_high,never_thought,1,0.41222084
996,C103939,one,425.8064516129032,56253.0,0,21,600690.0,False,3,2,159.0,492,0,5.4,5,very_unsat,very_high,actively_looking_into_it,1,0.16877371
997,C103945,one,448.0519480519481,69114.5,54,20,579594.0,True,1,3,153.0,416,4,2.3,6,very_unsat,very_high,actively_looking_into_it,1,0.38754857
998,C103946,zero,1529.9999999999998,37831.0,0,0,231482.0,True,1,1,115.0,337,1,4.1,14,unsat,avg,considering,1,0.42788917
999,C103947,one,1710.0,57782.0,0,0,342568.0,True,3,4,121.0,880,1,5.7,13,very_unsat,very_little,considering,1,0.35665995
1000,C103953,one,184.76499189627228,97875.0,187,33,395595.0,True,2,2,134.0,658,0,2.8,1,very_unsat,high,considering,0,0.5770086
1001,C103956,one,689.9999999999999,22783.5,0,0,828902.0,False,2,4,115.0,754,1,2.3,6,unsat,very_little,considering,1,0.16066086
1002,C103958,one,602.5104602510462,78632.0,139,0,250838.0,True,2,4,156.0,675,21,4.8,1,very_unsat,very_high,considering,0,0.6872891
1003,C103964,zero,193.22033898305085,30055.5,75,71,154296.0,True,2,1,145.0,168,4,3.7,2,avg,very_little,considering,1,0.46938097
1004,C103971,zero,1080.0,39298.0,0,0,226572.0,True,1,4,137.0,622,0,2.6,11,very_unsat,very_high,no,1,0.3372559
1005,C103972,zero,192.45283018867923,96071.0,240,19,792669.0,False,3,4,101.0,885,28,2.4,5,very_unsat,avg,considering,1,0.48847342
1006,C103983,one,328.5123966942149,96576.5,174,21,812932.0,False,3,2,186.0,719,13,3.3,6,very_unsat,little,actively_looking_into_it,0,0.72821766
1007,C103988,zero,1080.0,19857.5,0,83,169690.0,True,1,1,131.0,249,0,3.6,2,avg,little,considering,1,0.37382752
1008,C103992,one,188.2352941176471,39591.5,45,11,160154.0,True,3,4,261.0,339,3,1.6,5,very_unsat,high,no,1,0.2168045
1009,C103995,one,190.0,61061.5,0,50,438910.0,True,2,1,80.0,893,0,4.8,1,very_sat,little,actively_looking_into_it,1,0.48762828
1010,C103998,one,333.33333333333337,58508.0,206,18,920696.0,False,1,3,165.0,367,27,2.4,4,very_sat,very_high,no,1,0.14027894
1011,C104001,zero,266.6666666666667,17304.0,0,8,201911.0,True,4,1,181.0,135,0,2.6,4,unsat,little,actively_looking_into_it,1,0.10598093
1012,C104004,one,157.04697986577182,78997.0,75,57,344377.0,True,2,2,253.0,821,13,3.9,1,avg,very_little,actively_looking_into_it,0,0.6308069
1013,C104005,one,195.6521739130435,63027.5,0,13,348122.0,True,2,2,178.0,179,0,2.5,6,very_unsat,little,actively_looking_into_it,1,0.14636439
1014,C104007,one,347.63948497854085,79772.5,53,8,837943.0,False,2,1,150.0,420,3,3.7,4,very_unsat,little,never_thought,1,0.22047609
1015,C104011,zero,216.49484536082477,29826.5,191,29,173597.0,True,1,2,178.0,224,29,2.1,1,unsat,very_little,considering,0,0.73079956
1016,C104013,one,92.0,10497.5,0,65,823455.0,False,2,3,216.0,135,1,2.3,2,very_sat,little,no,1,0.09418118
1017,C104016,zero,211.4537444933921,63773.5,67,6,507986.0,True,2,3,243.0,550,5,1.6,4,very_unsat,little,actively_looking_into_it,0,0.5014308
1018,C104018,one,737.5,16140.0,0,14,800755.0,False,2,3,119.0,205,0,4.9,6,avg,little,considering,1,0.060946643
1019,C104021,zero,600.0,49395.0,65,83,406841.0,True,1,3,125.0,204,5,3.3,1,very_sat,little,no,1,0.49794865
1020,C104022,zero,780.0,12948.0,0,78,150139.0,True,1,1,204.0,137,0,1.6,2,very_sat,very_high,considering,0,0.5393536
1021,C104025,zero,165.64417177914112,80652.5,226,42,920678.0,False,1,4,122.0,498,17,1.8,2,very_unsat,high,no,1,0.36146742
1022,C104027,one,21.052631578947363,85916.0,185,15,280208.0,True,1,3,198.0,621,12,1.2,4,sat,very_high,considering,1,0.18270296
1023,C104028,zero,234.04255319148936,54740.5,182,0,555431.0,True,3,3,261.0,353,15,3.2,10,very_unsat,very_little,no,1,0.4396702
1024,C104030,zero,497.0414201183432,71629.5,69,0,268829.0,True,1,2,186.0,886,5,1.8,11,very_unsat,avg,never_thought,1,0.42652178
1025,C104032,one,97.82608695652176,76251.0,268,22,,,0,1,159.0,320,21,1.2,4,very_unsat,very_high,considering,0,0.5729013
1026,C104035,zero,356.4356435643565,67151.5,203,0,808193.0,False,4,2,86.0,219,11,2.6,13,very_sat,very_high,no,1,0.24314123
1027,C104038,zero,990.0,69705.5,0,87,318282.0,True,1,3,132.0,839,0,3.3,2,unsat,little,considering,1,0.31890726
1028,C104045,one,389.7280966767372,69851.5,231,17,179109.0,True,1,4,80.0,273,28,3.3,4,unsat,very_high,considering,0,0.60111773
1029,C104046,one,22.78481012658228,73643.5,0,69,246962.0,True,2,2,234.0,599,0,1.6,2,very_sat,very_high,actively_looking_into_it,1,0.1363312
1030,C104054,zero,282.72251308900525,55134.5,53,42,594366.0,True,3,4,78.0,309,5,6.4,1,very_unsat,little,actively_looking_into_it,1,0.40405148
1031,C104057,zero,908.450704225352,27248.5,42,5,224015.0,True,0,2,137.0,139,4,3.3,4,very_unsat,very_high,never_thought,1,0.37897515
1032,C104062,zero,173.91304347826093,58200.0,176,81,452301.0,True,0,2,168.0,278,27,1.6,2,avg,high,no,0,0.5738652
1033,C104068,one,289.4736842105263,56092.5,128,0,858585.0,False,1,2,271.0,303,29,2.2,12,unsat,high,considering,1,0.13929176
1034,C104071,one,960.0,30145.5,0,64,838012.0,False,1,4,163.0,279,0,2.2,2,unsat,little,considering,1,0.20456856
1035,C104088,zero,990.0,17407.5,0,13,696062.0,False,0,3,98.0,142,29,3.3,6,very_sat,very_high,considering,1,0.14368635
1036,C104094,zero,811.7647058823529,31585.5,0,7,232477.0,True,3,3,264.0,288,0,3.6,4,very_sat,little,considering,1,0.08519113
1037,C104098,zero,411.4285714285714,30063.0,185,24,491412.0,True,4,1,222.0,130,25,6.2,4,unsat,little,considering,0,0.54487216
1038,C104099,zero,58.25242718446603,69310.0,69,14,253114.0,True,2,3,82.0,576,4,1.6,4,avg,little,considering,1,0.1800474
1039,C104100,zero,126.67946257197698,74245.0,231,19,866073.0,False,2,4,144.0,580,28,1.2,6,very_unsat,little,considering,1,0.33340985
1040,C104101,zero,1072.992700729927,44082.5,37,0,498973.0,True,3,1,103.0,252,3,3.9,9,very_sat,high,no,1,0.33451378
1041,C104105,zero,139.94169096209913,22371.5,83,16,252572.0,True,2,2,166.0,169,3,2.6,5,unsat,little,no,1,0.23010397
1042,C104110,zero,382.35294117647055,27673.5,36,17,501221.0,True,3,2,162.0,706,5,2.9,5,very_sat,little,considering,1,0.21379185
1043,C104111,zero,75.86206896551725,13655.5,0,77,424817.0,True,4,2,138.0,201,0,2.2,1,very_unsat,high,considering,1,0.38637602
1044,C104115,zero,1950.0,60592.5,0,0,431625.0,True,1,2,201.0,890,1,5.5,11,unsat,little,actively_looking_into_it,1,0.3512531
1045,C104126,one,85.45727136431785,66082.5,67,50,259887.0,True,2,1,229.0,462,5,0.9,2,very_unsat,very_high,no,0,0.50792456
1046,C104129,one,181.14874815905745,26044.0,49,53,893070.0,False,4,2,206.0,204,5,4.1,1,very_unsat,little,considering,1,0.13078272
1047,C104136,zero,602.5104602510462,88673.0,139,5,277681.0,True,0,1,196.0,872,28,2.8,5,sat,very_little,perhaps,0,0.56385934
1048,C104139,one,311.37724550898207,43599.5,201,20,466077.0,True,2,3,126.0,232,16,3.2,2,sat,very_little,actively_looking_into_it,0,0.6586071
1049,C104144,zero,564.7058823529412,16142.5,0,7,190793.0,True,2,1,163.0,227,1,1.2,5,very_unsat,very_high,considering,1,0.21655774
1050,C104154,zero,510.41666666666674,66806.5,188,44,935998.0,False,0,2,112.0,370,29,4.9,2,sat,very_high,no,1,0.21287793
1051,C104157,zero,267.6923076923077,77434.5,55,17,192256.0,True,6,2,129.0,788,3,1.9,6,very_unsat,avg,no,1,0.30605698
1052,C104160,one,416.40378548895904,45778.5,217,0,595864.0,True,2,3,139.0,148,1,2.4,12,very_unsat,very_high,no,1,0.45299035
1053,C104161,zero,733.695652173913,20729.5,84,0,617801.0,False,1,3,190.0,190,4,4.5,10,unsat,little,considering,1,0.115046024
1054,C104162,one,187.49999999999997,64707.5,158,11,388225.0,True,3,4,95.0,284,12,3.3,4,very_sat,little,no,0,0.540569
1055,C104163,zero,886.7924528301885,52301.0,218,0,712101.0,False,3,4,105.0,213,19,7.4,9,very_unsat,little,actively_looking_into_it,1,0.29403818
1056,C104166,one,54.098360655737714,60902.5,0,51,924991.0,False,3,3,228.0,472,0,2.1,1,very_unsat,little,perhaps,1,0.097678185
1057,C104169,one,286.51685393258424,80177.5,78,0,836934.0,False,0,1,81.0,351,5,1.7,9,very_sat,very_little,never_thought,1,0.13409436
1058,C104173,one,500.0,50176.0,0,11,834395.0,False,2,1,137.0,193,0,2.5,5,very_unsat,high,no,1,0.07431567
1059,C104175,one,96.55172413793105,29820.5,0,77,671241.0,False,4,4,149.0,302,1,1.8,10,very_unsat,little,considering,1,0.16910732
1060,C104178,one,127.94117647058825,63989.0,0,58,671591.0,False,3,4,131.0,708,4,2.9,1,very_unsat,very_high,no,1,0.30721617
1061,C104182,zero,187.5,15370.5,0,22,817035.0,False,3,2,139.0,148,1,2.0,5,unsat,very_little,considering,1,0.078282714
1062,C104188,zero,931.6770186335405,27296.0,61,0,350624.0,True,1,4,96.0,220,3,5.0,14,very_sat,high,considering,1,0.3118475
1063,C104192,zero,1229.9999999999998,43004.0,0,15,798130.0,False,0,3,122.0,302,1,3.1,6,very_unsat,very_high,considering,1,0.09256369
1064,C104200,zero,318.75,52186.0,50,17,280637.0,True,2,3,129.0,294,3,2.4,5,unsat,high,actively_looking_into_it,1,0.47427607
1065,C104204,one,117.14770797962647,36864.5,218,86,239046.0,True,2,2,136.0,167,19,4.6,2,very_unsat,avg,no,0,0.6626421
1066,C104205,zero,321.6494845360825,48940.5,195,19,939756.0,False,2,1,233.0,269,15,4.2,4,very_sat,little,actively_looking_into_it,1,0.11624318
1067,C104211,one,900.0,75209.5,0,14,204004.0,True,1,3,109.0,682,0,2.0,6,unsat,very_high,considering,1,0.21141207
1068,C104213,one,1007.1428571428572,47113.0,40,32,728308.0,False,1,3,244.0,259,3,3.7,2,very_sat,little,never_thought,1,0.16410702
1069,C104219,one,273.23420074349445,50753.5,198,24,300637.0,True,3,3,257.0,296,17,4.9,8,very_unsat,little,perhaps,0,0.55529726
1070,C104224,zero,52.17391304347825,64362.5,0,13,245070.0,True,3,2,263.0,470,0,1.4,6,very_sat,very_high,perhaps,1,0.04432112
1071,C104226,one,993.5064935064936,27672.0,54,0,568939.0,True,3,3,144.0,206,4,3.1,9,avg,little,no,1,0.39683372
1072,C104229,zero,13.129102844638949,88080.5,244,57,166851.0,True,3,4,89.0,898,1,1.4,1,sat,very_high,considering,1,0.09193963
1073,C104230,zero,1229.9999999999998,74342.5,0,0,499032.0,True,0,3,123.0,617,5,2.1,13,unsat,high,actively_looking_into_it,0,0.5976926
1074,C104234,zero,391.3043478260871,22923.5,61,68,907080.0,False,1,2,163.0,249,13,3.1,2,unsat,little,actively_looking_into_it,1,0.18836713
1075,C104239,one,320.0,65755.5,50,75,319428.0,True,1,4,107.0,737,4,1.6,4,very_sat,little,actively_looking_into_it,0,0.5322045
1076,C104242,zero,135.21126760563382,85334.0,230,38,442398.0,True,4,2,175.0,503,15,1.2,6,unsat,little,considering,0,0.61321557
1077,C104245,one,637.9310344827587,52421.5,74,0,785990.0,False,1,3,95.0,191,3,2.7,15,unsat,very_high,no,1,0.18505752
1078,C104246,zero,990.0,70394.5,0,16,652481.0,False,0,1,166.0,620,1,4.3,2,very_unsat,little,no,1,0.15106487
1079,C104247,one,414.89361702127655,31150.5,182,0,194845.0,True,0,4,179.0,160,14,2.9,6,unsat,very_little,actively_looking_into_it,0,0.72692955
1080,C104265,zero,239.13043478260877,68081.0,80,51,436963.0,True,2,1,166.0,811,3,6.5,1,very_unsat,little,actively_looking_into_it,0,0.62116396
1081,C104266,zero,233.0097087378641,59059.5,209,0,928608.0,False,1,4,153.0,327,15,2.4,9,unsat,very_high,no,1,0.10572672
1082,C104268,zero,168.75,75832.5,0,70,939641.0,False,4,1,121.0,749,1,3.5,2,unsat,very_little,considering,1,0.34021926
1083,C104270,one,1650.0,34294.5,0,0,313901.0,True,2,2,154.0,251,1,4.5,13,very_sat,little,never_thought,1,0.4271589
1084,C104271,zero,144.9438202247191,18833.0,0,79,201148.0,True,4,4,130.0,179,0,2.3,1,very_unsat,very_high,considering,1,0.3389545
1085,C104275,zero,841.4634146341461,78228.5,64,0,875606.0,False,1,2,145.0,867,3,3.6,10,very_unsat,avg,considering,1,0.27790523
1086,C104292,zero,282.44274809160305,72081.5,73,22,,,2,1,161.0,682,5,3.7,4,very_sat,very_little,no,1,0.19852239
1087,C104295,zero,473.6842105263158,50178.0,64,14,990979.0,False,3,2,157.0,324,4,4.8,6,avg,very_high,considering,1,0.08830845
1088,C104296,one,31.523642732049037,42720.0,232,81,376281.0,True,2,4,98.0,221,26,1.2,1,avg,very_high,actively_looking_into_it,1,0.38030142
1089,C104298,zero,346.875,10155.0,0,22,457026.0,True,3,4,144.0,211,0,2.7,6,very_unsat,little,considering,1,0.14728689
1090,C104301,one,335.4037267080746,32261.0,83,30,462736.0,True,4,4,153.0,228,4,5.4,1,very_unsat,very_high,actively_looking_into_it,0,0.6326222
1091,C104307,zero,660.0000000000001,45861.5,0,0,,,3,2,157.0,308,11,3.2,12,very_sat,high,considering,1,0.2781254
1092,C104310,zero,471.4285714285715,60526.0,0,18,569783.0,True,2,4,114.0,149,1,3.4,5,very_unsat,very_little,considering,1,0.15608561
1093,C104311,zero,358.06451612903226,24914.5,0,21,643037.0,False,3,4,140.0,192,1,2.7,4,very_sat,little,considering,1,0.08150154
1094,C104318,one,254.38596491228068,62373.0,242,68,645369.0,False,1,4,136.0,378,15,2.9,2,sat,very_little,considering,1,0.37841618
1095,C104328,zero,500.0,100738.0,246,5,394410.0,True,2,1,165.0,888,3,7.6,6,very_unsat,very_high,no,1,0.3283922
1096,C104333,one,128.83435582822088,47419.5,63,0,832562.0,False,1,3,174.0,318,3,1.7,14,very_sat,very_high,actively_looking_into_it,1,0.06928593
1097,C104358,zero,240.0,21977.0,0,81,790045.0,False,1,1,149.0,155,1,1.8,1,unsat,very_little,considering,1,0.12700576
1098,C104363,one,1087.4999999999998,35178.5,60,0,430845.0,True,2,1,137.0,857,3,5.8,10,very_unsat,high,considering,1,0.33011776
1099,C104366,zero,1169.1176470588236,63018.5,36,0,569447.0,True,3,4,225.0,815,3,3.3,15,avg,very_little,never_thought,1,0.27953166
1100,C104370,one,337.4999999999999,69500.5,60,6,182195.0,True,1,1,147.0,463,3,1.8,5,unsat,very_high,actively_looking_into_it,1,0.4070425
1101,C104381,zero,520.9003215434084,73374.5,211,0,465968.0,True,2,4,97.0,816,11,4.4,10,very_sat,very_little,no,0,0.50234115
1102,C104383,one,1800.0,19850.5,0,0,860780.0,False,2,3,165.0,212,1,4.0,11,unsat,little,considering,1,0.15131325
1103,C104388,zero,342.85714285714283,61555.0,0,25,172674.0,True,3,4,79.0,706,1,3.0,2,very_unsat,avg,no,1,0.33987546
1104,C104391,zero,39.28571428571429,32714.5,0,74,734595.0,False,2,2,128.0,287,0,2.1,5,very_unsat,very_little,no,1,0.038014233
1105,C104393,zero,1410.0,64142.5,0,0,453938.0,True,0,1,225.0,572,0,4.7,9,very_sat,very_little,actively_looking_into_it,1,0.26841158
1106,C104397,zero,720.0,33607.5,0,0,845886.0,False,1,4,209.0,283,0,2.4,13,avg,high,actively_looking_into_it,1,0.13136947
1107,C104407,zero,410.5263157894736,45084.5,0,28,502805.0,True,3,4,172.0,274,0,4.2,2,very_unsat,very_little,never_thought,1,0.22385055
1108,C104408,zero,1170.0000000000002,19649.0,0,0,289655.0,True,1,4,71.0,181,1,4.9,10,avg,high,actively_looking_into_it,1,0.3151412
1109,C104421,zero,690.7894736842105,17129.5,52,0,866725.0,False,2,4,175.0,161,3,1.5,11,very_sat,little,no,1,0.13707435
1110,C104425,one,737.9679144385025,34964.5,87,0,153595.0,True,5,4,303.0,342,1,2.6,13,unsat,little,perhaps,1,0.2986049
1111,C104431,one,500.0,73558.0,236,73,197766.0,True,1,1,129.0,302,5,4.6,2,unsat,very_high,actively_looking_into_it,0,0.80064476
1112,C104434,zero,757.8947368421052,52653.5,0,9,210386.0,True,2,2,176.0,851,1,3.8,4,sat,little,considering,1,0.09732449
1113,C104437,one,51.25628140703518,98964.0,195,70,531404.0,True,5,3,103.0,131,5,1.7,1,very_unsat,very_high,considering,1,0.26045334
1114,C104438,zero,150.0,54757.5,0,22,317994.0,True,5,1,174.0,348,0,2.6,6,very_unsat,little,considering,1,0.14671057
1115,C104444,zero,823.5294117647059,23553.5,53,26,379453.0,True,0,3,115.0,201,27,3.2,1,avg,avg,considering,1,0.4087478
